,Bios,Movies,TV,Religion,Music,Sports,Books,Politics,Bigrams
2816,"['internet', 'fan', 'unapologetic', 'alcohol', 'scholar', 'web', 'enthusiast', 'music', 'practitioner', 'bacon', 'specialist']",4,5,0,4,1,3,2,"[('alcohol', 'scholar'), ('bacon', 'specialist'), ('enthusiast', 'music'), ('fan', 'unapologetic'), ('internet', 'fan'), ('music', 'practitioner'), ('practitioner', 'bacon'), ('scholar', 'web'), ('unapologetic', 'alcohol'), ('web', 'enthusiast')]"
2817,"['zombie', 'buff', 'writer', 'subtly', 'charming', 'gamer', 'passionate', 'introvert', 'explorer']",1,7,8,1,1,3,8,"[('buff', 'writer'), ('charming', 'gamer'), ('gamer', 'passionate'), ('introvert', 'explorer'), ('passionate', 'introvert'), ('subtly', 'charming'), ('writer', 'subtly'), ('zombie', 'buff')]"
2818,"['hardcore', 'twitter', 'evangelist', 'evil', 'coffee', 'junkie', 'social', 'medium', 'maven', 'problem', 'solver', 'subtly', 'charming', 'food', 'fanatic']",3,8,0,8,7,8,3,"[('charming', 'food'), ('coffee', 'junkie'), ('evangelist', 'evil'), ('evil', 'coffee'), ('food', 'fanatic'), ('hardcore', 'twitter'), ('junkie', 'social'), ('maven', 'problem'), ('medium', 'maven'), ('problem', 'solver'), ('social', 'medium'), ('solver', 'subtly'), ('subtly', 'charming'), ('twitter', 'evangelist')]"
2819,"['problem', 'solver', 'explorer', 'avid', 'zombie', 'expert', 'organizer', 'devoted', 'alcohol', 'geek', 'analyst']",0,1,3,2,7,5,0,"[('alcohol', 'geek'), ('avid', 'zombie'), ('devoted', 'alcohol'), ('expert', 'organizer'), ('explorer', 'avid'), ('geek', 'analyst'), ('organizer', 'devoted'), ('problem', 'solver'), ('solver', 'explorer'), ('zombie', 'expert')]"
2820,"['hipster-friendly', 'internet', 'expert', 'total', 'coffee', 'nerd', 'bacon', 'junkie', 'certified', 'web', 'evangelist']",7,4,8,2,9,7,1,"[('bacon', 'junkie'), ('certified', 'web'), ('coffee', 'nerd'), ('expert', 'total'), ('hipster-friendly', 'internet'), ('internet', 'expert'), ('junkie', 'certified'), ('nerd', 'bacon'), ('total', 'coffee'), ('web', 'evangelist')]"
2821,"['proud', 'zombieaholic', 'amateur', 'communicator', 'gamer', 'troublemaker', 'freelance', 'music', 'aficionado']",4,6,3,7,6,2,4,"[('amateur', 'communicator'), ('communicator', 'gamer'), ('freelance', 'music'), ('gamer', 'troublemaker'), ('music', 'aficionado'), ('proud', 'zombieaholic'), ('troublemaker', 'freelance'), ('zombieaholic', 'amateur')]"
2822,"['devoted', 'beer', 'aficionado', 'general', 'social', 'medium', 'advocate', 'evil', 'pop', 'culture', 'ninja', 'travel', 'fanatic']",5,1,0,8,3,9,5,"[('advocate', 'evil'), ('aficionado', 'general'), ('beer', 'aficionado'), ('culture', 'ninja'), ('devoted', 'beer'), ('evil', 'pop'), ('general', 'social'), ('medium', 'advocate'), ('ninja', 'travel'), ('pop', 'culture'), ('social', 'medium'), ('travel', 'fanatic')]"
2823,"['professional', 'zombie', 'geek', 'total', 'entrepreneur', 'beer', 'ninja', 'music', 'evangelist', 'internet', 'trailblazer']",4,4,7,3,0,3,1,"[('beer', 'ninja'), ('entrepreneur', 'beer'), ('evangelist', 'internet'), ('geek', 'total'), ('internet', 'trailblazer'), ('music', 'evangelist'), ('ninja', 'music'), ('professional', 'zombie'), ('total', 'entrepreneur'), ('zombie', 'geek')]"
2824,"['avid', 'entrepreneur', 'tv', 'guru', 'hardcore', 'pop', 'culture', 'maven', 'food', 'evangelist', 'wannabe', 'alcohol', 'fan', 'thinker', 'evil', 'music', 'expert', 'beer', 'ninja']",2,5,7,3,1,5,0,"[('alcohol', 'fan'), ('avid', 'entrepreneur'), ('beer', 'ninja'), ('culture', 'maven'), ('entrepreneur', 'tv'), ('evangelist', 'wannabe'), ('evil', 'music'), ('expert', 'beer'), ('fan', 'thinker'), ('food', 'evangelist'), ('guru', 'hardcore'), ('hardcore', 'pop'), ('maven', 'food'), ('music', 'expert'), ('pop', 'culture'), ('thinker', 'evil'), ('tv', 'guru'), ('wannabe', 'alcohol')]"
2825,"['passionate', 'pop', 'culture', 'lover', 'hipster-friendly', 'twitter', 'geek', 'amateur', 'student', 'general', 'reader']",2,7,0,3,2,4,7,"[('amateur', 'student'), ('culture', 'lover'), ('geek', 'amateur'), ('general', 'reader'), ('hipster-friendly', 'twitter'), ('lover', 'hipster-friendly'), ('passionate', 'pop'), ('pop', 'culture'), ('student', 'general'), ('twitter', 'geek')]"
2826,"['prone', 'fit', 'apathy', 'travel', 'specialist', 'food', 'evangelist', 'unapologetic', 'alcohol', 'fanatic']",3,2,8,6,8,6,8,"[('alcohol', 'fanatic'), ('apathy', 'travel'), ('evangelist', 'unapologetic'), ('fit', 'apathy'), ('food', 'evangelist'), ('prone', 'fit'), ('specialist', 'food'), ('travel', 'specialist'), ('unapologetic', 'alcohol')]"
2827,"['zombie', 'fanatic', 'music', 'practitioner', 'professional', 'beer', 'enthusiast', 'problem', 'solver', 'internet', 'aficionado', 'bacon', 'maven']",9,1,0,9,8,5,4,"[('aficionado', 'bacon'), ('bacon', 'maven'), ('beer', 'enthusiast'), ('enthusiast', 'problem'), ('fanatic', 'music'), ('internet', 'aficionado'), ('music', 'practitioner'), ('practitioner', 'professional'), ('problem', 'solver'), ('professional', 'beer'), ('solver', 'internet'), ('zombie', 'fanatic')]"
2828,"['devoted', 'zombie', 'guru', 'amateur', 'tv', 'practitioner', 'avid', 'beer', 'junkie', 'internet', 'buff', 'lifelong', 'bacon', 'fanatic']",7,9,4,3,9,9,0,"[('amateur', 'tv'), ('avid', 'beer'), ('bacon', 'fanatic'), ('beer', 'junkie'), ('buff', 'lifelong'), ('devoted', 'zombie'), ('guru', 'amateur'), ('internet', 'buff'), ('junkie', 'internet'), ('lifelong', 'bacon'), ('practitioner', 'avid'), ('tv', 'practitioner'), ('zombie', 'guru')]"
2829,"['unable', 'type', 'boxing', 'glove', 'zombie', 'junkie', 'internet', 'fanatic', 'friendly', 'alcohol', 'trailblazer', 'bacon', 'aficionado', 'total', 'twitter', 'ninja']",2,8,6,7,6,6,2,"[('aficionado', 'total'), ('alcohol', 'trailblazer'), ('bacon', 'aficionado'), ('boxing', 'glove'), ('fanatic', 'friendly'), ('friendly', 'alcohol'), ('glove', 'zombie'), ('internet', 'fanatic'), ('junkie', 'internet'), ('total', 'twitter'), ('trailblazer', 'bacon'), ('twitter', 'ninja'), ('type', 'boxing'), ('unable', 'type'), ('zombie', 'junkie')]"
2830,"['web', 'nerd', 'general', 'communicator', 'certified', 'music', 'fan', 'hipster-friendly', 'social', 'medium', 'scholar', 'extreme', 'alcohol', 'buff']",0,7,8,7,3,9,1,"[('alcohol', 'buff'), ('certified', 'music'), ('communicator', 'certified'), ('extreme', 'alcohol'), ('fan', 'hipster-friendly'), ('general', 'communicator'), ('hipster-friendly', 'social'), ('medium', 'scholar'), ('music', 'fan'), ('nerd', 'general'), ('scholar', 'extreme'), ('social', 'medium'), ('web', 'nerd')]"
2831,"['incurable', 'web', 'fan', 'wannabe', 'problem', 'solver', 'organizer', 'friendly', 'introvert', 'hipster-friendly', 'gamer', 'twitter', 'expert']",8,9,1,0,4,9,1,"[('fan', 'wannabe'), ('friendly', 'introvert'), ('gamer', 'twitter'), ('hipster-friendly', 'gamer'), ('incurable', 'web'), ('introvert', 'hipster-friendly'), ('organizer', 'friendly'), ('problem', 'solver'), ('solver', 'organizer'), ('twitter', 'expert'), ('wannabe', 'problem'), ('web', 'fan')]"
2832,"['friendly', 'pop', 'culture', 'fanatic', 'infuriatingly', 'humble', 'zombie', 'evangelist', 'wannabe', 'alcohol', 'fanatic']",1,4,3,7,4,0,2,"[('evangelist', 'wannabe'), ('friendly', 'pop'), ('humble', 'zombie'), ('infuriatingly', 'humble'), ('pop', 'culture'), ('wannabe', 'alcohol'), ('zombie', 'evangelist'), ('alcohol', 'fanatic'), ('culture', 'fanatic'), ('fanatic', 'infuriatingly')]"
2833,"['friendly', 'music', 'scholar', 'unapologetic', 'web', 'lover', 'social', 'medium', 'junkie', 'food', 'trailblazer']",2,5,0,7,0,6,0,"[('food', 'trailblazer'), ('friendly', 'music'), ('junkie', 'food'), ('lover', 'social'), ('medium', 'junkie'), ('music', 'scholar'), ('scholar', 'unapologetic'), ('social', 'medium'), ('unapologetic', 'web'), ('web', 'lover')]"
2834,"['tv', 'advocate', 'unapologetic', 'introvert', 'general', 'music', 'maven', 'proud', 'food', 'specialist', 'coffee', 'trailblazer', 'passionate', 'social', 'medium', 'enthusiast']",8,9,9,0,0,2,4,"[('advocate', 'unapologetic'), ('coffee', 'trailblazer'), ('food', 'specialist'), ('general', 'music'), ('introvert', 'general'), ('maven', 'proud'), ('medium', 'enthusiast'), ('music', 'maven'), ('passionate', 'social'), ('proud', 'food'), ('social', 'medium'), ('specialist', 'coffee'), ('trailblazer', 'passionate'), ('tv', 'advocate'), ('unapologetic', 'introvert')]"
2835,"['web', 'maven', 'proud', 'bacon', 'expert', 'freelance', 'reader', 'thinker', 'friendly', 'food', 'junkie']",8,3,9,1,9,7,8,"[('bacon', 'expert'), ('expert', 'freelance'), ('food', 'junkie'), ('freelance', 'reader'), ('friendly', 'food'), ('maven', 'proud'), ('proud', 'bacon'), ('reader', 'thinker'), ('thinker', 'friendly'), ('web', 'maven')]"
2836,"['lifelong', 'zombie', 'maven', 'hipster-friendly', 'food', 'specialist', 'communicator', 'music', 'guru', 'bacon', 'advocate']",1,5,4,2,9,3,0,"[('bacon', 'advocate'), ('communicator', 'music'), ('food', 'specialist'), ('guru', 'bacon'), ('hipster-friendly', 'food'), ('lifelong', 'zombie'), ('maven', 'hipster-friendly'), ('music', 'guru'), ('specialist', 'communicator'), ('zombie', 'maven')]"
2837,"['internet', 'enthusiast', 'coffee', 'practitioner', 'extreme', 'pop', 'culture', 'scholar', 'award-winning', 'troublemaker']",8,3,3,7,9,1,0,"[('award-winning', 'troublemaker'), ('coffee', 'practitioner'), ('culture', 'scholar'), ('enthusiast', 'coffee'), ('extreme', 'pop'), ('internet', 'enthusiast'), ('pop', 'culture'), ('practitioner', 'extreme'), ('scholar', 'award-winning')]"
2838,"['reader', 'organizer', 'proud', 'writer', 'unapologetic', 'internet', 'advocate', 'thinker', 'music', 'nerd', 'analyst']",0,9,5,5,1,7,6,"[('advocate', 'thinker'), ('internet', 'advocate'), ('music', 'nerd'), ('nerd', 'analyst'), ('organizer', 'proud'), ('proud', 'writer'), ('reader', 'organizer'), ('thinker', 'music'), ('unapologetic', 'internet'), ('writer', 'unapologetic')]"
2839,"['freelance', 'entrepreneur', 'zombie', 'advocate', 'unapologetic', 'beer', 'aficionado', 'internet', 'nerd', 'avid', 'web', 'enthusiast', 'problem', 'solver']",6,9,2,5,7,1,3,"[('advocate', 'unapologetic'), ('aficionado', 'internet'), ('avid', 'web'), ('beer', 'aficionado'), ('enthusiast', 'problem'), ('entrepreneur', 'zombie'), ('freelance', 'entrepreneur'), ('internet', 'nerd'), ('nerd', 'avid'), ('problem', 'solver'), ('unapologetic', 'beer'), ('web', 'enthusiast'), ('zombie', 'advocate')]"
2840,"['amateur', 'creator', 'subtly', 'charming', 'bacon', 'nerd', 'hipster-friendly', 'zombieaholic', 'proud', 'alcohol', 'junkie', 'troublemaker']",8,8,8,3,5,4,7,"[('alcohol', 'junkie'), ('amateur', 'creator'), ('bacon', 'nerd'), ('charming', 'bacon'), ('creator', 'subtly'), ('hipster-friendly', 'zombieaholic'), ('junkie', 'troublemaker'), ('nerd', 'hipster-friendly'), ('proud', 'alcohol'), ('subtly', 'charming'), ('zombieaholic', 'proud')]"
2841,"['coffee', 'fanatic', 'food', 'specialist', 'twitter', 'enthusiast', 'total', 'zombie', 'expert', 'award-winning', 'student']",7,3,2,7,9,3,8,"[('award-winning', 'student'), ('coffee', 'fanatic'), ('enthusiast', 'total'), ('expert', 'award-winning'), ('fanatic', 'food'), ('food', 'specialist'), ('specialist', 'twitter'), ('total', 'zombie'), ('twitter', 'enthusiast'), ('zombie', 'expert')]"
2842,"['beer', 'enthusiast', 'tv', 'scholar', 'student', 'general', 'food', 'specialist', 'evil', 'internet', 'fan', 'twitteraholic']",4,9,6,2,0,3,5,"[('beer', 'enthusiast'), ('enthusiast', 'tv'), ('evil', 'internet'), ('fan', 'twitteraholic'), ('food', 'specialist'), ('general', 'food'), ('internet', 'fan'), ('scholar', 'student'), ('specialist', 'evil'), ('student', 'general'), ('tv', 'scholar')]"
2843,"['travel', 'junkie', 'amateur', 'reader', 'music', 'practitioner', 'extreme', 'internet', 'aficionado']",0,1,0,9,5,4,9,"[('amateur', 'reader'), ('extreme', 'internet'), ('internet', 'aficionado'), ('junkie', 'amateur'), ('music', 'practitioner'), ('practitioner', 'extreme'), ('reader', 'music'), ('travel', 'junkie')]"
2844,"['certified', 'social', 'medium', 'ninja', 'coffeeaholic', 'bacon', 'guru', 'tv', 'expert', 'creator', 'lifelong', 'travel', 'geek', 'web', 'evangelist']",9,9,1,6,4,2,1,"[('bacon', 'guru'), ('certified', 'social'), ('coffeeaholic', 'bacon'), ('creator', 'lifelong'), ('expert', 'creator'), ('geek', 'web'), ('guru', 'tv'), ('lifelong', 'travel'), ('medium', 'ninja'), ('ninja', 'coffeeaholic'), ('social', 'medium'), ('travel', 'geek'), ('tv', 'expert'), ('web', 'evangelist')]"
2845,"['wannabe', 'twitter', 'aficionado', 'zombie', 'lover', 'evil', 'creator', 'thinker', 'entrepreneur']",0,0,5,9,5,9,2,"[('aficionado', 'zombie'), ('creator', 'thinker'), ('evil', 'creator'), ('lover', 'evil'), ('thinker', 'entrepreneur'), ('twitter', 'aficionado'), ('wannabe', 'twitter'), ('zombie', 'lover')]"
2846,"['certified', 'zombie', 'geek', 'evil', 'alcohol', 'fanatic', 'typical', 'thinker', 'beer', 'specialist', 'lifelong', 'explorer', 'problem', 'solver', 'devoted', 'gamer', 'general', 'bacon', 'buff']",9,2,0,7,9,0,9,"[('alcohol', 'fanatic'), ('bacon', 'buff'), ('beer', 'specialist'), ('certified', 'zombie'), ('devoted', 'gamer'), ('evil', 'alcohol'), ('explorer', 'problem'), ('fanatic', 'typical'), ('gamer', 'general'), ('geek', 'evil'), ('general', 'bacon'), ('lifelong', 'explorer'), ('problem', 'solver'), ('solver', 'devoted'), ('specialist', 'lifelong'), ('thinker', 'beer'), ('typical', 'thinker'), ('zombie', 'geek')]"
2847,"['alcohol', 'fan', 'travel', 'junkie', 'certified', 'tv', 'fanatic', 'twitter', 'scholar', 'writer', 'friendly', 'beer', 'nerd']",1,0,7,4,1,5,3,"[('alcohol', 'fan'), ('beer', 'nerd'), ('certified', 'tv'), ('fan', 'travel'), ('fanatic', 'twitter'), ('friendly', 'beer'), ('junkie', 'certified'), ('scholar', 'writer'), ('travel', 'junkie'), ('tv', 'fanatic'), ('twitter', 'scholar'), ('writer', 'friendly')]"
2848,"['twitter', 'lover', 'infuriatingly', 'humble', 'zombie', 'practitioner', 'proud', 'web', 'specialist']",3,2,3,2,6,4,6,"[('humble', 'zombie'), ('infuriatingly', 'humble'), ('lover', 'infuriatingly'), ('practitioner', 'proud'), ('proud', 'web'), ('twitter', 'lover'), ('web', 'specialist'), ('zombie', 'practitioner')]"
2849,"['award-winning', 'music', 'advocate', 'friend', 'animal', 'everywhere', 'hipster-friendly', 'problem', 'solver', 'explorer']",6,1,1,7,0,3,0,"[('advocate', 'friend'), ('animal', 'everywhere'), ('award-winning', 'music'), ('everywhere', 'hipster-friendly'), ('friend', 'animal'), ('hipster-friendly', 'problem'), ('music', 'advocate'), ('problem', 'solver'), ('solver', 'explorer')]"
2850,"['travel', 'junkie', 'coffee', 'expert', 'music', 'specialist', 'beer', 'practitioner']",7,3,5,8,2,0,7,"[('beer', 'practitioner'), ('coffee', 'expert'), ('expert', 'music'), ('junkie', 'coffee'), ('music', 'specialist'), ('specialist', 'beer'), ('travel', 'junkie')]"
2851,"['pop', 'culture', 'advocate', 'student', 'passionate', 'entrepreneur', 'social', 'medium', 'evangelist', 'music', 'trailblazer']",2,5,1,8,9,8,9,"[('advocate', 'student'), ('culture', 'advocate'), ('entrepreneur', 'social'), ('evangelist', 'music'), ('medium', 'evangelist'), ('music', 'trailblazer'), ('passionate', 'entrepreneur'), ('pop', 'culture'), ('social', 'medium'), ('student', 'passionate')]"
2852,"['professional', 'organizer', 'food', 'aficionado', 'total', 'beer', 'buff', 'general', 'thinker', 'hipster-friendly', 'zombie', 'specialist', 'music', 'scholar']",5,5,4,2,5,0,9,"[('aficionado', 'total'), ('beer', 'buff'), ('buff', 'general'), ('food', 'aficionado'), ('general', 'thinker'), ('hipster-friendly', 'zombie'), ('music', 'scholar'), ('organizer', 'food'), ('professional', 'organizer'), ('specialist', 'music'), ('thinker', 'hipster-friendly'), ('total', 'beer'), ('zombie', 'specialist')]"
2853,"['reader', 'infuriatingly', 'humble', 'social', 'medium', 'guru', 'beer', 'lover', 'evil', 'pop', 'culture', 'practitioner']",7,0,4,0,4,5,7,"[('beer', 'lover'), ('culture', 'practitioner'), ('evil', 'pop'), ('guru', 'beer'), ('humble', 'social'), ('infuriatingly', 'humble'), ('lover', 'evil'), ('medium', 'guru'), ('pop', 'culture'), ('reader', 'infuriatingly'), ('social', 'medium')]"
2854,"['subtly', 'charming', 'zombie', 'aficionado', 'social', 'mediaholic', 'professional', 'student', 'coffee', 'fan']",5,8,2,3,3,0,3,"[('aficionado', 'social'), ('charming', 'zombie'), ('coffee', 'fan'), ('mediaholic', 'professional'), ('professional', 'student'), ('social', 'mediaholic'), ('student', 'coffee'), ('subtly', 'charming'), ('zombie', 'aficionado')]"
2855,"['freelance', 'creator', 'subtly', 'charming', 'entrepreneur', 'coffee', 'expert', 'infuriatingly', 'humble', 'beeraholic', 'proud', 'food', 'practitioner', 'twitter', 'buff']",6,8,3,4,7,7,5,"[('beeraholic', 'proud'), ('charming', 'entrepreneur'), ('coffee', 'expert'), ('creator', 'subtly'), ('entrepreneur', 'coffee'), ('expert', 'infuriatingly'), ('food', 'practitioner'), ('freelance', 'creator'), ('humble', 'beeraholic'), ('infuriatingly', 'humble'), ('practitioner', 'twitter'), ('proud', 'food'), ('subtly', 'charming'), ('twitter', 'buff')]"
2856,"['amateur', 'pop', 'culture', 'aficionado', 'friendly', 'music', 'evangelist', 'subtly', 'charming', 'tv', 'expert']",7,1,0,1,4,4,3,"[('aficionado', 'friendly'), ('amateur', 'pop'), ('charming', 'tv'), ('culture', 'aficionado'), ('evangelist', 'subtly'), ('friendly', 'music'), ('music', 'evangelist'), ('pop', 'culture'), ('subtly', 'charming'), ('tv', 'expert')]"
2857,"['beer', 'scholar', 'explorer', 'professional', 'entrepreneur', 'alcohol', 'lover', 'evil', 'organizer']",4,8,6,5,1,9,8,"[('alcohol', 'lover'), ('beer', 'scholar'), ('entrepreneur', 'alcohol'), ('evil', 'organizer'), ('explorer', 'professional'), ('lover', 'evil'), ('professional', 'entrepreneur'), ('scholar', 'explorer')]"
2858,"['certified', 'social', 'medium', 'lover', 'zombie', 'fanatic', 'subtly', 'charming', 'pop', 'culture', 'guru']",3,6,9,4,3,9,0,"[('certified', 'social'), ('charming', 'pop'), ('culture', 'guru'), ('fanatic', 'subtly'), ('lover', 'zombie'), ('medium', 'lover'), ('pop', 'culture'), ('social', 'medium'), ('subtly', 'charming'), ('zombie', 'fanatic')]"
2859,"['troublemaker', 'communicator', 'hipster-friendly', 'bacon', 'geek', 'twitter', 'advocate', 'food', 'fan', 'student']",6,0,4,8,1,9,0,"[('advocate', 'food'), ('bacon', 'geek'), ('communicator', 'hipster-friendly'), ('fan', 'student'), ('food', 'fan'), ('geek', 'twitter'), ('hipster-friendly', 'bacon'), ('troublemaker', 'communicator'), ('twitter', 'advocate')]"
2860,"['analyst', 'travel', 'fanatic', 'subtly', 'charming', 'tv', 'geek', 'pop', 'culture', 'fanatic', 'coffee', 'expert', 'twitter', 'lover']",9,7,0,8,1,3,3,"[('analyst', 'travel'), ('charming', 'tv'), ('coffee', 'expert'), ('expert', 'twitter'), ('geek', 'pop'), ('pop', 'culture'), ('subtly', 'charming'), ('tv', 'geek'), ('twitter', 'lover'), ('culture', 'fanatic'), ('fanatic', 'coffee'), ('fanatic', 'subtly'), ('travel', 'fanatic')]"
2861,"['evil', 'social', 'medium', 'nerd', 'incurable', 'introvert', 'zombie', 'scholar', 'passionate', 'coffee', 'advocate']",9,8,5,2,6,7,8,"[('coffee', 'advocate'), ('evil', 'social'), ('incurable', 'introvert'), ('introvert', 'zombie'), ('medium', 'nerd'), ('nerd', 'incurable'), ('passionate', 'coffee'), ('scholar', 'passionate'), ('social', 'medium'), ('zombie', 'scholar')]"
2862,"['professional', 'troublemaker', 'gamer', 'avid', 'alcohol', 'aficionado', 'music', 'lover', 'lifelong', 'coffee', 'fanatic', 'entrepreneur']",1,6,1,6,0,4,8,"[('aficionado', 'music'), ('alcohol', 'aficionado'), ('avid', 'alcohol'), ('coffee', 'fanatic'), ('fanatic', 'entrepreneur'), ('gamer', 'avid'), ('lifelong', 'coffee'), ('lover', 'lifelong'), ('music', 'lover'), ('professional', 'troublemaker'), ('troublemaker', 'gamer')]"
2863,"['subtly', 'charming', 'organizer', 'passionate', 'introvert', 'hipster-friendly', 'pop', 'cultureaholic', 'gamer']",3,3,2,4,4,8,6,"[('charming', 'organizer'), ('cultureaholic', 'gamer'), ('hipster-friendly', 'pop'), ('introvert', 'hipster-friendly'), ('organizer', 'passionate'), ('passionate', 'introvert'), ('pop', 'cultureaholic'), ('subtly', 'charming')]"
2864,"['incurable', 'food', 'advocate', 'explorer', 'friendly', 'pop', 'culture', 'lover', 'proud', 'beer', 'maven', 'avid', 'organizer', 'certified', 'music', 'nerd']",2,3,4,7,3,3,7,"[('advocate', 'explorer'), ('avid', 'organizer'), ('beer', 'maven'), ('certified', 'music'), ('culture', 'lover'), ('explorer', 'friendly'), ('food', 'advocate'), ('friendly', 'pop'), ('incurable', 'food'), ('lover', 'proud'), ('maven', 'avid'), ('music', 'nerd'), ('organizer', 'certified'), ('pop', 'culture'), ('proud', 'beer')]"
2865,"['tv', 'fanatic', 'writer', 'lifelong', 'social', 'medium', 'advocate', 'certified', 'coffee', 'ninja', 'passionate', 'explorer']",2,4,5,7,4,6,3,"[('advocate', 'certified'), ('certified', 'coffee'), ('coffee', 'ninja'), ('fanatic', 'writer'), ('lifelong', 'social'), ('medium', 'advocate'), ('ninja', 'passionate'), ('passionate', 'explorer'), ('social', 'medium'), ('tv', 'fanatic'), ('writer', 'lifelong')]"
2866,"['general', 'alcohol', 'fan', 'unapologetic', 'gamer', 'zombie', 'ninja', 'organizer', 'passionate', 'student']",7,5,6,8,7,0,9,"[('alcohol', 'fan'), ('fan', 'unapologetic'), ('gamer', 'zombie'), ('general', 'alcohol'), ('ninja', 'organizer'), ('organizer', 'passionate'), ('passionate', 'student'), ('unapologetic', 'gamer'), ('zombie', 'ninja')]"
2867,"['general', 'gamer', 'evil', 'beer', 'advocate', 'hipster-friendly', 'bacon', 'fan', 'communicator', 'wannabe', 'food', 'lover']",9,3,7,2,6,6,7,"[('advocate', 'hipster-friendly'), ('bacon', 'fan'), ('beer', 'advocate'), ('communicator', 'wannabe'), ('evil', 'beer'), ('fan', 'communicator'), ('food', 'lover'), ('gamer', 'evil'), ('general', 'gamer'), ('hipster-friendly', 'bacon'), ('wannabe', 'food')]"
2868,"['devoted', 'tv', 'ninja', 'amateur', 'creator', 'web', 'enthusiast', 'explorer', 'pop', 'culture', 'junkie', 'prone', 'fit', 'apathy', 'award-winning', 'twitter', 'fan']",0,5,4,6,7,4,4,"[('amateur', 'creator'), ('apathy', 'award-winning'), ('award-winning', 'twitter'), ('creator', 'web'), ('culture', 'junkie'), ('devoted', 'tv'), ('enthusiast', 'explorer'), ('explorer', 'pop'), ('fit', 'apathy'), ('junkie', 'prone'), ('ninja', 'amateur'), ('pop', 'culture'), ('prone', 'fit'), ('tv', 'ninja'), ('twitter', 'fan'), ('web', 'enthusiast')]"
2869,"['foodaholic', 'total', 'coffee', 'aficionado', 'award-winning', 'introvert', 'certified', 'reader', 'proud', 'thinker']",1,0,5,0,5,6,3,"[('aficionado', 'award-winning'), ('award-winning', 'introvert'), ('certified', 'reader'), ('coffee', 'aficionado'), ('foodaholic', 'total'), ('introvert', 'certified'), ('proud', 'thinker'), ('reader', 'proud'), ('total', 'coffee')]"
2870,"['incurable', 'food', 'specialist', 'social', 'medium', 'advocate', 'beer', 'buff', 'troublemaker', 'unapologetic', 'zombie', 'trailblazer', 'proud', 'analyst', 'creator']",6,8,5,6,2,6,8,"[('advocate', 'beer'), ('analyst', 'creator'), ('beer', 'buff'), ('buff', 'troublemaker'), ('food', 'specialist'), ('incurable', 'food'), ('medium', 'advocate'), ('proud', 'analyst'), ('social', 'medium'), ('specialist', 'social'), ('trailblazer', 'proud'), ('troublemaker', 'unapologetic'), ('unapologetic', 'zombie'), ('zombie', 'trailblazer')]"
2871,"['professional', 'troublemaker', 'travel', 'guru', 'typical', 'reader', 'devoted', 'bacon', 'ninja', 'beer', 'nerd', 'award-winning', 'alcohol', 'fan']",0,3,6,5,6,5,3,"[('alcohol', 'fan'), ('award-winning', 'alcohol'), ('bacon', 'ninja'), ('beer', 'nerd'), ('devoted', 'bacon'), ('guru', 'typical'), ('nerd', 'award-winning'), ('ninja', 'beer'), ('professional', 'troublemaker'), ('reader', 'devoted'), ('travel', 'guru'), ('troublemaker', 'travel'), ('typical', 'reader')]"
2872,"['creator', 'social', 'medium', 'expert', 'gamer', 'coffee', 'evangelist', 'food', 'fanatic', 'internet', 'junkie']",9,5,9,7,2,6,6,"[('coffee', 'evangelist'), ('creator', 'social'), ('evangelist', 'food'), ('expert', 'gamer'), ('fanatic', 'internet'), ('food', 'fanatic'), ('gamer', 'coffee'), ('internet', 'junkie'), ('medium', 'expert'), ('social', 'medium')]"
2873,"['evil', 'twitter', 'advocate', 'typical', 'coffee', 'guru', 'food', 'practitioner', 'passionate', 'alcohol', 'specialist']",4,5,7,0,0,8,6,"[('advocate', 'typical'), ('alcohol', 'specialist'), ('coffee', 'guru'), ('evil', 'twitter'), ('food', 'practitioner'), ('guru', 'food'), ('passionate', 'alcohol'), ('practitioner', 'passionate'), ('twitter', 'advocate'), ('typical', 'coffee')]"
2874,"['music', 'scholar', 'devoted', 'pop', 'culture', 'nerd', 'passionate', 'communicator']",6,0,6,8,9,1,4,"[('culture', 'nerd'), ('devoted', 'pop'), ('music', 'scholar'), ('nerd', 'passionate'), ('passionate', 'communicator'), ('pop', 'culture'), ('scholar', 'devoted')]"
2875,"['devoted', 'student', 'thinker', 'explorer', 'music', 'practitioner', 'zombie', 'maven', 'bacon', 'enthusiast', 'internet', 'scholar']",1,9,0,8,0,4,1,"[('bacon', 'enthusiast'), ('devoted', 'student'), ('enthusiast', 'internet'), ('explorer', 'music'), ('internet', 'scholar'), ('maven', 'bacon'), ('music', 'practitioner'), ('practitioner', 'zombie'), ('student', 'thinker'), ('thinker', 'explorer'), ('zombie', 'maven')]"
2876,"['hardcore', 'travelaholic', 'coffee', 'geek', 'beer', 'lover', 'pop', 'culture', 'fanatic', 'avid', 'creator', 'tv', 'scholar', 'twitter', 'evangelist', 'web', 'specialist']",7,6,4,2,7,4,0,"[('avid', 'creator'), ('beer', 'lover'), ('coffee', 'geek'), ('creator', 'tv'), ('culture', 'fanatic'), ('evangelist', 'web'), ('fanatic', 'avid'), ('geek', 'beer'), ('hardcore', 'travelaholic'), ('lover', 'pop'), ('pop', 'culture'), ('scholar', 'twitter'), ('travelaholic', 'coffee'), ('tv', 'scholar'), ('twitter', 'evangelist'), ('web', 'specialist')]"
